"codLinea","codLineaStr","codLineaStrSin","userCodLinea","nombreLinea","observaciones","cabeceraIda","cabeceraVuelta","avisoSinHorarioEs","avisoSinHorarioEn","tagsAccesibilidad","linea","sentido","orden","espera","fechaInicioDemanda","fechaFinDemanda","codParada","nombreParada","direccion","lon","lat","lineas"
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","26","","","","1111","Bolivia - Baños del Carmen","CL BOLIVIA 2","-4.382356","36.721436",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","27","","","","1124","Av. Juan Sebastián Elcano - Pez Plata","AV JUAN SEBASTIAN ELCANO 12","-4.3794246","36.721943",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","28","","","","1125","Av. Juan Sebastián Elcano - Pedregalejo","AV. JUAN SEBASTIAN ELCANO 42","-4.3771143","36.72224",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","29","","","","1127","Av. Juan Sebastián Elcano - Los Galanes","AV. JUAN SEBASTIAN ELCANO 86","-4.373613","36.722347",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","30","","","","1135","Av. Juan Sebastián Elcano - Las Acacias","AV. JUAN SEBASTIAN ELCANO 108","-4.3697443","36.722355",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","31","","","","1128","Av. Juan Sebastián Elcano - Arroyo Jaboneros","AV. JUAN SEBASTIAN ELCANO 134","-4.3669906","36.72231",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","32","","","","1129","Av. Juan Sebastián Elcano - Pintor Enrique Florido","AV. JUAN SEBASTIAN ELCANO 150","-4.3649726","36.721996",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","33","","","","1130","Av. Juan Sebastián Elcano - Echeverria","AV. JUAN SEBASTIAN ELCANO 170","-4.362197","36.721184",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","34","","","","1131","Av. Juan Sebastián Elcano - Iglesia","AV. JUAN SEBASTIAN ELCANO 184","-4.360335","36.721066",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","35","","","","1132","Ctra. de Almería - Padre Coloma","CRTA ALMERIA 44","-4.3560867","36.72052",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","36","","","","1120","Ctra. de Olías","CTRA OLIAS 4","-4.3531413","36.720474",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","37","","","","1121","Ctra. de Olías - Colegio","CTRA OLIAS 44","-4.3514147","36.720913",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","38","","","","1151","Ctra. de Olías - El Palo","CTRA OLIAS Fte. 105","-4.348503","36.721794",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","39","","","","1152","Ctra. de Olías - Pelusa","CTRA OLIAS 55","-4.351482","36.72101",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","40","","","","1153","Ctra. de Almería - Chanquete","CL ALMERIA 79","-4.3545985","36.72041",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","41","","","","1154","Ctra. de Almería - Edif. Bahía","CRTA. ALMERIA 41","-4.35657","36.72074",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","42","","","","1155","Av. Juan Sebastián Elcano - Iglesia","AV JUAN SEBASTIAN EL CANO 203","-4.3604484","36.72117",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","43","","","","1156","Av. Juan Sebastián Elcano - Echeverria","AV JUAN SEBASTIAN ELCANO 171","-4.3634067","36.7217",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","44","","","","1157","Av. Juan Sebastián Elcano - Arroyo Jaboneros","AV JUAN SEBASTIAN ELCANO 127","-4.367691","36.722473",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","45","","","","1158","Av. Juan Sebastián Elcano - Las Acacias","AV JUAN SEBASTIAN ELCANO 111","-4.3694906","36.72247",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","46","","","","1159","Av. Juan Sebastián Elcano - Los Galanes","AV JUAN SEBASTIAN ELCANO 85","-4.3723936","36.72247",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","47","","","","1160","Av. Juan Sebastián Elcano - Pedregalejo","AV JUAN SEBASTIAN EL CANO 47","-4.376829","36.722374",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","48","","","","1161","Av. Juan Sebastián Elcano - Vicente Espinel","AV JUAN SEBASTIAN EL CANO 23","-4.378956","36.722122",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","49","","","","1162","Av. Juan Sebastián Elcano - Cerrado Calderón","AV PINTOR JOAQUIN SOROLLA 145","-4.3824854","36.722008",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","50","","","","1163","Av. Pintor J. Sorolla - El Morlaco","AV PINTOR JOAQUIN SOROLLA 101","-4.387556","36.72247",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","51","","","","1164","Av. Pintor J. Sorolla - Bellavista","AV PINTOR JOAQUIN SOROLLA 43","-4.3941283","36.723587",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","52","","","","1165","Av. Pintor J. Sorolla - Miramar","AV PINTOR JOAQUIN SOROLLA 9","-4.396371","36.723484",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","53","","","","1166","Av. Pintor J. Sorolla - El Limonar","PSO SANCHA 67","-4.398424","36.72288",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","54","","","","1167","Paseo de Sancha  - Monte Sancha","PJE MONTE DE SANCHA 31","-4.4016066","36.72179",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","55","","","","1168","Paseo de Sancha - La Caleta","PSO SANCHA 19","-4.403737","36.721626",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","56","","","","1169","Av. Príes - Cementerio Inglés","AV PRIES 1","-4.4070935","36.72113",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","57","","","","1170","Paseo de Reding - Plaza de Toros","PSO REDING 21","-4.4106708","36.721058",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","58","","","","302","Paseo del Parque","PSO PARQUE  3","-4.4164677","36.719475",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","59","","","","303","Paseo del Parque - Plaza Marina","PSO PARQUE  1","-4.419112","36.71874",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","60","","","","370","Alameda Principal - Norte","ALMD PRINCIPAL 10","-4.4223237","36.717793",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","61","","","","305","Av. de Andalucía - Hacienda","AV ANDALUCIA S/N","-4.4267535","36.716938",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","62","","","","306","Cuarteles - Perchel","CL CUARTELES Fte. 1","-4.426784","36.71526",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","63","","","","307","Cuarteles - Eslava","CL CUARTELES 48","-4.429303","36.71278",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","64","","","","308","Héroe de Sostoa - Estación","CL HEROE DE SOSTOA 4","-4.4314823","36.711132",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","65","","","","309","Héroe de Sostoa - La Isla","CL HEROE DE SOSTOA 56","-4.434483","36.70874",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","66","","","","310","Héroe de Sostoa - Jardín de la Abadía","CL HEROE DE SOSTOA 100","-4.437131","36.70665",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","67","","","","312","Héroe de Sostoa - Obras Públicas","CL HEROE DE SOSTOA 134","-4.439438","36.70484",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","68","","","","313","Héroe de Sostoa - Bda. Girón","CL HEROE DE SOSTOA 178","-4.442713","36.702293",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","69","","","","314","Av. de Velázquez - Bda. El Torcal","AV VELAZQUEZ 2","-4.445392","36.700245",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","70","","","","315","Av. de Velázquez - Vistafranca","AV VELAZQUEZ 48","-4.4489284","36.697483",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","71","","","","316","Av. de Velázquez - Bda. La Luz","AV VELAZQUEZ 62","-4.45078","36.696",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","72","","","","317","Av. de Velázquez - Bda. Belén","AV VELAZQUEZ 82","-4.4537954","36.69366",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","73","","","","318","Av. de los Guindos","AV GUINDOS 4","-4.4535556","36.69297",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","74","","","","319","Cmno. del Pato","CMNO PATO DEL 4","-4.450364","36.69128",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","2","75","","","","320","Av. Gregorio Diego","AV GREGORIO DIEGO 27","-4.451798","36.6901",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","1","","","","401","Paseo del Parque - Plaza del General Torrijos","PSO PARQUE 6","-4.4133196","36.72012",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","2","","","","164","Paseo del Parque","PSO PARQUE  3","-4.4162693","36.71953",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","3","","","","1803","Paseo del Parque - Plaza Marina","PSO DEL PARQUE 1","-4.418946","36.71878",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","4","","","","425","Alameda Principal - Norte","ALMD PRINCIPAL 18","-4.423234","36.71754",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","5","","","","416","Av. de Andalucía","AV ANDALUCIA S/N","-4.428832","36.716938",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","6","","","","417","Callejones del Perchel - Mercado","CJON  DEL PERCHEL 2","-4.430447","36.71498",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","7","","","","2417","Paseo de los Tilos - Estación de Autobuses","PSO TILOS LOS 16","-4.433711","36.71356",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","8","","","","406","Paseo de los Tilos - Calatrava","PSO TILOS LOS 54","-4.4377885","36.713028",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","9","","","","407","Paseo de los Tilos - Cruz de Humilladero","PSO TILOS LOS 80","-4.4401","36.712173",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","10","","","","408","Av. Ortega y Gasset - Cruz de Humilladero","AV JOSE ORTEGA Y GASSET 10","-4.442166","36.712116",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","11","","","","409","Av. Ortega y Gasset - Santa Julia","AV JOSE ORTEGA Y GASSET Fte 29","-4.4450393","36.711582",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","12","","","","410","Av. Ortega y Gasset - Bda. El Carmen","AV. JOSE ORTEGA Y GASSET 48","-4.448095","36.711033",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","13","","","","477","Av. Ortega y Gasset - La Rosa","AV JOSE ORTEGA Y GASSET 68","-4.451025","36.71053",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","14","","","","414","Av. Ortega y Gasset - Tiro de Pichón","AV J. ORTEGA Y GASSET 76","-4.453221","36.71006",""
"4.0","4","4","4","Paseo del Parque - Cruz Humilladero - Cortijo Alto","Apertura parada 416 (ECI)","Paseo del Parque","Cortijo Alto","","","","","1","15","","","","415","Av. Ortega y Gasset - Santa Cristina","AV JOSE ORTEGA Y GASSET 96","-4.4561462","36.709404",""
